acts,address,datefrom,dateto,day,district,filename,link,pahar,psdate,pstation,pstime,section,timefrom,timeto,full_charge,group_charge,hour
1 IPC 1860,"N-22, OUTER CIRCLE, CONNAUGHT PLACE NEW DELHI",2017-01-08,2017-01-09,INTERVENING DAY,NEW DELHI,8165011170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170005,,2017-01-09,CONNAUGHT PLACE,10:05,457/380,08:30,06:45,Theft-house-trespass,Theft,8.0
1 IPC 1860,SHIVAJI STADIUM TERMINAL,2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170008,7,2017-01-11,CONNAUGHT PLACE,23:08,379,20:30,20:30,Theft,Theft,20.0
1 IPC 1860,"OUTER CIRCLE OPPOSITE, REGAL CINEMA CON PLACE",2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165011170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170009,6,2017-01-11,CONNAUGHT PLACE,23:09,356/379/34,18:30,18:30,Snatching-Theft,Snatching,18.0
1 IPC 1860,"IN FRONT OF REGAL, OUTER CIRCLE CON PLACE",2017-01-12,2017-01-12,Thursday,NEW DELHI,8165011170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170010,5,2017-01-12,CONNAUGHT PLACE,15:35,379/511/34,13:15,13:15,Theft-offences punishable,Theft,13.0
1 IPC 1860,"HANUMAN ROAD CROSSING, CONNAUGHT PLACE NEW DELHI",2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165011170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170011,5,2017-01-18,CONNAUGHT PLACE,18:45,279/337,15:20,15:20,Rash driving-endangering safety of others,Rash driving,15.0
1 IPC 1860,"INFRONT OF HALDIRAM, L BLOCK CONNAUGHT PLACE ND",2017-01-20,2017-01-20,Friday,NEW DELHI,8165011170012.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170012,8,2017-01-20,CONNAUGHT PLACE,23:20,379,22:20,22:20,Theft,Theft,22.0
1 IPC 1860,"HOTEL CONNAUGHT, 37, SHAHID BHAGAT SINGH MARG, CONNAUGHT PLACE NEW DELHI",2017-01-21,2017-01-21,Saturday,NEW DELHI,8165011170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170013,5,2017-01-21,CONNAUGHT PLACE,18:00,454/380/411/34,14:30,14:30,Theft-house-trespass,Theft,14.0
1 IPC 1860,"INNVOB, 2ND FLOOR, REGAL BUILDING, CONNAUGHT PLACE NEW DELHI",2016-05-01,2016-12-03,INTERVENING DAY,NEW DELHI,8165011170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170014,,2017-01-22,CONNAUGHT PLACE,21:45,420,00:00,00:00,cheating,cheating,0.0
1 IPC 1860,"C 17, IST FLOOR, COFFEE CAFE DAY CON PLACE",2017-01-23,2017-01-23,Monday,NEW DELHI,8165011170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170015,,2017-01-24,CONNAUGHT PLACE,16:25,380,01:00,08:00,Theft,Theft,1.0
1 IPC 1860,"IN FRONT OF METRO STATION GATE NO 3, INNER CIRCLE CON PLACE N DELHI",2017-01-24,2017-01-24,Tuesday,NEW DELHI,8165011170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170016,8,2017-01-24,CONNAUGHT PLACE,23:55,379,23:10,23:10,Theft,Theft,23.0
1 IPC 1860,"SHOP NO. - 26, REGAL BUILDING, CONNAUGHT PLACE NEW DELHI",2017-01-27,2017-01-28,INTERVENING DAY,NEW DELHI,8165011170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170018,,2017-01-28,CONNAUGHT PLACE,10:15,457/380,20:00,08:00,Theft-house-trespass,Theft,20.0
1 IPC 1860,"MIDDLE CIRCLE C BLOCK IN FRONT OF, C -23/2 CONNAUGHT PLACE",2017-01-30,2017-01-30,Monday,NEW DELHI,8165011170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170020,5,2017-01-30,CONNAUGHT PLACE,15:55,379,14:30,14:30,Theft,Theft,14.0
1 IPC 1860,"G 17 MARINA ARCADE, CONNAUGHT PLACE",2016-09-01,2016-09-30,INTERVENING DAY,NEW DELHI,8165011170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170021,,2017-01-31,CONNAUGHT PLACE,14:25,420/1203/34,08:00,23:59,cheating,cheating,8.0
1 IPC 1860,"ASHOKA ROAD, HOTEL SANGRILA EROS NEW DELHI",2017-01-29,2017-01-29,Sunday,NEW DELHI,8165011170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170022,8,2017-01-31,CONNAUGHT PLACE,19:15,379,23:30,23:30,Theft,Theft,23.0
1 IPC 1860,"0-33, FIRST FLOOR, CONNAUGHT PLACE NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165011170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170023,1,2017-02-02,CONNAUGHT PLACE,04:50,336,01:55,01:55,endangering safety of others,endangering safety of others,1.0
1 IPC 1860,"INFRONT OF RADISSON HOTEL, G BLOCK, CONNAUGHT PLACE NEW DELHI",2017-02-03,2017-02-03,Friday,NEW DELHI,8165011170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170024,7,2017-02-03,CONNAUGHT PLACE,21:45,379/411,20:10,20:10,Theft,Theft,20.0
1 IPC 1860,"D BLOCK CON PLACE, NEW DELHI",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165011170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170025,5,2017-02-05,CONNAUGHT PLACE,16:35,379,14:30,14:30,Theft,Theft,14.0
1 IPC 1860,"INFRONT OF ARYA SMAJ MANDIR, HANUMAN ROAD, CONNAUGHT PLACE NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165011170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170027,5,2017-02-06,CONNAUGHT PLACE,16:15,356/379/34,14:30,14:30,Snatching-Theft,Snatching,14.0
1 IPC 1860,"NEAR SHIVAJI STADIUM TERMINAL, P BLCOK, CONNAUGHT PLACE NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165011170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170028,6,2017-02-07,CONNAUGHT PLACE,18:40,354(D)/509/323/34,16:40,16:40,Causing hurt-Stalking-sexual harrasement,sexual harrasement,16.0
1 IPC 1860,"SBI ATM B- BLOCK, MIDDLE CIRCLE, CONNAUGHT PLACE NEW DELHI",2016-11-02,2016-11-02,Wednesday,NEW DELHI,8165011170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170029,8,2017-02-08,CONNAUGHT PLACE,09:50,420,23:41,23:41,cheating,cheating,23.0
1 IPC 1860,"ICICI BANK A-9, A BLOCK, CONNAUGHT PLACE NEW DELHI",2017-02-09,2017-02-09,Thursday,NEW DELHI,8165011170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165011170030,6,2017-02-09,CONNAUGHT PLACE,22:15,420/34,17:47,17:47,cheating,cheating,17.0
1 IPC 1860,"CHAMBER NO 682, PATIALA HOUSE COURT, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165035170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170004,6,2017-01-05,TILAK MARG,21:00,354(A),18:00,18:00,sexual harrasement,sexual harrasement,18.0
1 IPC 1860,"STALL NO. 39, HALL NO. 18, PRAGATI MAIDAN, NEW DELHI",2017-01-06,2017-01-07,INTERVENING DAY,NEW DELHI,8165035170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170005,,2017-01-07,TILAK MARG,12:10,379,19:15,09:30,Theft,Theft,19.0
1 IPC 1860,"NATIONAL MODERN GALLERY OF ART, NEW DELHI",2017-01-09,2017-01-09,Monday,NEW DELHI,8165035170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170007,3,2017-01-09,TILAK MARG,14:40,380/411/34,09:10,09:10,Theft,Theft,9.0
1 IPC 1860,"ROOM NO 129, KG MARG, MAHARASHTRA SADAN NEW DELHI",2017-01-11,2017-01-11,Wednesday,NEW DELHI,8165035170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170008,3,2017-01-11,TILAK MARG,13:30,380,08:00,09:15,Theft,Theft,8.0
1 IPC 1860,"SUPREME COURT LIBRARY, OUT SIDE WASH ROOM",2017-01-13,2017-01-13,Friday,NEW DELHI,8165035170010.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170010,4,2017-01-13,TILAK MARG,14:30,379,10:40,10:40,Theft,Theft,10.0
1 IPC 1860,"FEROSHA ROAD INFRONT OF RAVINDRA BHAWAN, NEW DELHI",2017-01-13,2017-01-13,Friday,NEW DELHI,8165035170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170011,5,2017-01-13,TILAK MARG,18:45,279/337,14:20,14:20,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,"INFRONT OF DOOR DARSHAN OUT SIDE, BHAGWAN DASS ROAD",2017-01-20,2017-01-20,Friday,NEW DELHI,8165035170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170013,4,2017-01-20,TILAK MARG,15:10,279/337,11:10,11:10,Rash driving-endangering safety of others,Rash driving,11.0
1 IPC 1860,"JAIPUR TO DELHI, BUS NO.RJ14PB 4651",2017-01-20,2017-01-20,Friday,NEW DELHI,8165035170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170014,,2017-01-20,TILAK MARG,19:45,379,11:00,17:40,Theft,Theft,11.0
1 IPC 1860,"CIVIL SERVICE OFFICER CLUB KG MARG, NEAR MASJID NEW DELHI",2017-01-21,2017-01-21,Saturday,NEW DELHI,8165035170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170015,1,2017-01-21,TILAK MARG,02:15,379,01:00,01:00,Theft,Theft,1.0
1 IPC 1860,"PANDARA LANE NEAR DUSTBEEN, NEW DELHI",2017-01-22,2017-01-22,Sunday,NEW DELHI,8165035170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170016,1,2017-01-22,TILAK MARG,03:00,379,00:05,01:45,Theft,Theft,0.0
1 IPC 1860,"INDIA GATE CIRLCE, NEAR CHILDREN PARK, NEW DELHI",2017-01-23,2017-01-23,Monday,NEW DELHI,8165035170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170017,8,2017-01-24,TILAK MARG,00:20,279/337,22:00,22:00,Rash driving-endangering safety of others,Rash driving,22.0
1 IPC 1860,"JASWANT SINGH ROAD, IN FRONT OF A.P. BHAWAN, NEAR 5 ASHOKA ROAD, NEW DELHI",2017-01-28,2017-01-28,Saturday,NEW DELHI,8165035170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170019,7,2017-01-28,TILAK MARG,22:30,379/356/34,21:00,21:00,Snatching-Theft,Snatching,21.0
1 IPC 1860,"C-I/1, BAPA NAGAR, NEW DELHI",2017-02-02,2017-02-02,Thursday,NEW DELHI,8165035170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170021,,2017-02-02,TILAK MARG,08:50,457/380,02:00,07:00,Theft-house-trespass,Theft,2.0
1 IPC 1860,"IN FRONT OF A.P. BHAWAN, JASWANT SINGH ROAD, NEW DELHI",2017-02-04,2017-02-04,Saturday,NEW DELHI,8165035170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170022,7,2017-02-04,TILAK MARG,21:50,356/379/34,20:00,20:00,Snatching-Theft,Snatching,20.0
1 IPC 1860,"C HEXAGON RAJPATH, NEW DELHI",2017-02-05,2017-02-05,Sunday,NEW DELHI,8165035170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170023,7,2017-02-05,TILAK MARG,22:05,379,21:15,21:30,Theft,Theft,21.0
1 IPC 1860,"RING ROAD, NEAR CPWD OFFICE, NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165035170024.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170024,1,2017-02-06,TILAK MARG,09:15,279/337,00:15,00:15,Rash driving-endangering safety of others,Rash driving,0.0
1 IPC 1860,"OPPOSITE GATE NO E, SUPREME COURT, MATHURA ROAD NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165035170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170025,3,2017-02-07,TILAK MARG,08:35,379/356/34,07:40,07:40,Snatching-Theft,Snatching,7.0
1 IPC 1860,"IN FRONT OF NATIONAL GALLARY OF MODERN ART, INDIA GATE CIRCLE, NEW DELHI",2017-02-11,2017-02-11,Saturday,NEW DELHI,8165035170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170026,5,2017-02-11,TILAK MARG,15:45,279/337,14:00,14:00,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,"OUTER CIRCLE NEAR C HEXAGON, SHAHAJAHN ROAD, NEW DELHI",2017-02-12,2017-02-12,Sunday,NEW DELHI,8165035170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170028,7,2017-02-12,TILAK MARG,21:30,379/356/34,20:00,20:00,Snatching-Theft,Snatching,20.0
1 IPC 1860,"NATIONAL SCHOOL OF DRAMA, BHAGWAN DASS ROAD, NEW DELHI",2017-02-13,2017-02-13,Monday,NEW DELHI,8165035170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170029,5,2017-02-13,TILAK MARG,19:00,379,13:45,13:45,Theft,Theft,13.0
1 IPC 1860,"RING ROAD, BHAIRO ROAD RED LIGHT, NEW DELHI",2017-02-17,2017-02-17,Friday,NEW DELHI,8165035170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165035170030,6,2017-02-18,TILAK MARG,10:45,356/379/34,16:30,16:30,Snatching-Theft,Snatching,16.0
1 IPC 1860,"GATE NO. 2 LALIT HOTEL, BABAR ROAD, NEW DELHI",2017-01-05,2017-01-05,Thursday,NEW DELHI,8165002170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170006,5,2017-01-05,BARAKHAMBA ROAD,16:35,379/356/34,14:00,14:00,Snatching-Theft,Snatching,14.0
1 IPC 1860,"B.K. ROAD SERVICE ROAD, NEAR IRAN EMBASSY, NEW DELHI",2017-01-08,2017-01-08,Sunday,NEW DELHI,8165002170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170007,5,2017-01-08,BARAKHAMBA ROAD,17:50,279/337,15:30,15:30,Rash driving-endangering safety of others,Rash driving,15.0
1 IPC 1860,HOTEL LALIT NEW DELHI,2017-02-01,2017-02-02,INTERVENING DAY,NEW DELHI,8165002170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170013,,2017-02-02,BARAKHAMBA ROAD,03:40,380/34,22:30,00:30,Theft,Theft,22.0
1 IPC 1860,"BAL SAHYOG, OPPOSITE L- BLOCK MARKET, CONNAUGHT PLACE, NEW DELHI, 110001",2017-02-03,2017-02-03,Friday,NEW DELHI,8165002170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170015,2,2017-02-03,BARAKHAMBA ROAD,20:40,363,04:00,05:00,Kidnapping,Kidnapping,4.0
1 IPC 1860,3/3 PALIKA NIKUNJ HCM LANE,2017-01-10,2017-01-10,Tuesday,NEW DELHI,8165002170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170016,1,2017-02-08,BARAKHAMBA ROAD,18:00,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"HARISH CHAND MATHUR LANE], AUTL GROVER ROAD CROSSING, NEW DELHI",2017-02-10,2017-02-10,Friday,NEW DELHI,8165002170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170018,4,2017-02-13,BARAKHAMBA ROAD,19:50,279/337,12:45,12:45,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,BAL SAHYOG OPP-L BLOCK,2017-03-01,2017-03-01,Wednesday,NEW DELHI,8165002170021.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170021,2,2017-03-02,BARAKHAMBA ROAD,19:00,363,05:00,06:00,Kidnapping,Kidnapping,5.0
1 IPC 1860,GATE NO. 2 NEW DELHI HOUSE,2017-03-10,2017-03-10,Friday,NEW DELHI,8165002170023.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170023,4,2017-03-11,BARAKHAMBA ROAD,18:35,354/506/509,12:20,12:20,Criminal intimidation-sexual harrasement,sexual harrasement,12.0
1 IPC 1860,18 FIROZSHAH ROAD,2017-03-24,2017-03-24,Friday,NEW DELHI,8165002170025.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170025,1,2017-03-26,BARAKHAMBA ROAD,11:55,380/457,00:00,00:00,Theft-house-trespass,Theft,0.0
1 IPC 1860,"17-2-19 ATUL GROVE ROAD, P AND T CHAMBRY",2017-03-26,2017-03-26,Sunday,NEW DELHI,8165002170026.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170026,5,2017-03-26,BARAKHAMBA ROAD,15:30,392/34,14:15,14:15,Robbery,Robbery,14.0
1 IPC 1860,"BAL SAHYOG, OPPOSITE L BLOCK, CONNAUGHT PLACE, NEW DELHI",2017-03-23,2017-03-23,Thursday,NEW DELHI,8165002170027.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170027,7,2017-03-27,BARAKHAMBA ROAD,16:10,363,19:30,20:00,Kidnapping,Kidnapping,19.0
1 IPC 1860,"IN FRONT OF CMC OFFICE, GROUND FLOOR, NEW DELHI HOUSE, B.K. ROAD, NEW DELHI",2017-03-30,2017-03-30,Thursday,NEW DELHI,8165002170028.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170028,6,2017-03-30,BARAKHAMBA ROAD,21:40,323/341/3541’3540’5,17:15,17:15,Causing hurt-wrong restraint,Causing hurt-wrong restraint,17.0
1 IPC 1860,802 AMBADEEP BUILDING,2016-02-16,2016-02-17,INTERVENING DAY,NEW DELHI,8165002170029.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170029,,2017-03-31,BARAKHAMBA ROAD,16:30,380,00:00,00:00,Theft,Theft,0.0
1 IPC 1860,"KOTHI NO. 19 AND 20, WINDSOR PLACE CIRCLE NEW DELHI",2017-04-01,2017-04-02,INTERVENING DAY,NEW DELHI,8165002170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165002170030,,2017-04-02,BARAKHAMBA ROAD,12:20,380,22:00,06:00,Theft,Theft,22.0
1 IPC 1860,"JALEBI CHOWK NORTH BLOCK, NEW DELHI",2017-01-12,2017-01-12,Thursday,NEW DELHI,8165022170004.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170004,3,2017-01-12,PARLIAMENT STREET,08:50,325/34,08:30,08:30,grievous hurt,grievous hurt,8.0
1 IPC 1860,"RAFI MARG, NEAR METRO STATION CENTRAL SECTRIATE, NEW DELHI",2017-01-14,2017-01-14,Saturday,NEW DELHI,8165022170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170005,7,2017-01-15,PARLIAMENT STREET,00:10,279/337,21:50,21:50,Rash driving-endangering safety of others,Rash driving,21.0
1 IPC 1860,NEW DELHI,2017-01-10,2017-01-10,Tuesday,NEW DELHI,8165022170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170006,5,2017-01-16,PARLIAMENT STREET,11:15,420,13:30,13:43,cheating,cheating,13.0
1 IPC 1860,"JAI SINGH ROAD IN FRONT OF GATE NO 5 YWCA, NEW DELHI",2017-01-18,2017-01-18,Wednesday,NEW DELHI,8165022170007.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170007,7,2017-01-18,PARLIAMENT STREET,21:30,356/379/34,20:40,20:40,Snatching-Theft,Snatching,20.0
1 IPC 1860,"GURUDWARA BANGLA SHAHIB, BUS STAND, NEW DELHI",2017-01-22,2017-01-22,Sunday,NEW DELHI,8165022170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170008,8,2017-01-23,PARLIAMENT STREET,04:55,324,22:30,22:30,hurt by dangerous weapons,hurt by dangerous weapons,22.0
1 IPC 1860,"RAJ PATH JANPATH CROSSING, NEW DELHI",2017-02-06,2017-02-06,Monday,NEW DELHI,8165022170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170009,7,2017-02-06,PARLIAMENT STREET,23:55,279/337,20:30,20:30,Rash driving-endangering safety of others,Rash driving,20.0
1 IPC 1860,"NEARBY SANSAD MARG JUST OPPOSITE OF THE DCP OFFICE, NEW DELHI",2017-02-14,2017-02-14,Tuesday,NEW DELHI,8165022170011.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170011,6,2017-02-14,PARLIAMENT STREET,19:50,379,16:45,17:30,Theft,Theft,16.0
1 IPC 1860,"CONSTITUTION CLUB OF INDIA, RAFI MARG, NEW DELHI",2016-12-10,2016-12-10,Saturday,NEW DELHI,8165022170013.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170013,8,2017-02-16,PARLIAMENT STREET,17:30,379,22:30,23:00,Theft,Theft,22.0
1 IPC 1860,"R/A WINDSOR PLACE RAI SEENA RO, NEW DELHI",2017-02-22,2017-02-22,Wednesday,NEW DELHI,8165022170014.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170014,4,2017-02-22,PARLIAMENT STREET,15:05,279/337,12:20,12:20,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"ASHOKA ROAD NEAR G. BANGAL SAHIB, NEW DELHI.",2017-02-22,2017-02-22,Wednesday,NEW DELHI,8165022170015.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170015,4,2017-02-22,PARLIAMENT STREET,16:00,279/337,12:10,12:10,Rash driving-endangering safety of others,Rash driving,12.0
1 IPC 1860,"RBI NEAR AKASHWANI BHAWAN RAFI MARG, NEW DELHI",2017-03-09,2017-03-09,Thursday,NEW DELHI,8165022170016.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170016,3,2017-03-09,PARLIAMENT STREET,11:40,279/337,08:03,08:03,Rash driving-endangering safety of others,Rash driving,8.0
1 IPC 1860,"RAIN BASERA BANGLA SAHIB GURUDWARA, NEW DELHI",2017-03-10,2017-03-10,Friday,NEW DELHI,8165022170017.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170017,7,2017-03-11,PARLIAMENT STREET,00:30,354(A)/509,20:30,20:30,sexual harrasement,sexual harrasement,20.0
1 IPC 1860,"OUT SIDE OF 11 ASHOKA ROAD, NEW DELHI",2017-03-11,2017-03-11,Saturday,NEW DELHI,8165022170018.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170018,5,2017-03-11,PARLIAMENT STREET,18:20,379/411,15:00,15:00,Theft,Theft,15.0
1 IPC 1860,"SANSAD MARG NEAR SBI BANK, NEW DELHI",2017-03-10,2017-03-10,Friday,NEW DELHI,8165022170019.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170019,4,2017-03-11,PARLIAMENT STREET,19:00,279/337,10:00,10:00,Rash driving-endangering safety of others,Rash driving,10.0
1 IPC 1860,"IST BARRICADE ,SANSAD MARG, NEW DELHI",2017-03-15,2017-03-15,Wednesday,NEW DELHI,8165022170020.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170020,5,2017-03-15,PARLIAMENT STREET,18:00,147/148/149/186/3,13:45,15:45,Disobedience to pub. Serv. Order,Disobedience to pub. Serv. Order,13.0
1 IPC 1860,"RAILWAY MINISTRY RESERVATION CELL RAIL BHAWAN, NEW DELHI",2017-03-17,2017-03-17,Friday,NEW DELHI,8165022170022.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170022,1,2017-03-23,PARLIAMENT STREET,16:35,420/468/471,00:00,00:00,cheating,cheating,0.0
1 IPC 1860,"NEAR METRO STATION PATEL CHOWK, NEW DELHI",2017-03-24,2017-03-24,Friday,NEW DELHI,8165022170030.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165022170030,8,2017-03-25,PARLIAMENT STREET,00:30,379/356/34,22:20,22:20,Snatching-Theft,Snatching,22.0
1 IPC 1860,"186, MP FLAT, SOUTH AVENUE, NEW DELHI",2017-01-16,2017-01-16,Monday,NEW DELHI,8165037170002.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170002,7,2017-01-28,SOUTH AVENUE,18:45,507,19:27,19:27,Criminal intimidation,Criminal intimidation,19.0
1 IPC 1860,"RAFI MARG, UDYOG BHAWAN, NEW DELHI",2017-02-07,2017-02-07,Tuesday,NEW DELHI,8165037170003.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170003,6,2017-02-07,SOUTH AVENUE,17:45,379,16:30,16:30,Theft,Theft,16.0
1 IPC 1860,"RAJPATH JANPATH CROSSING, FOOTPATH OF JANPATH NEW DELHI",2017-02-21,2017-02-21,Tuesday,NEW DELHI,8165037170005.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170005,8,2017-02-21,SOUTH AVENUE,22:15,356/379/34,22:00,22:00,Snatching-Theft,Snatching,22.0
1 IPC 1860,"GATE NO. 5, SENA BHAWAN, K. KAMRAJ MARG, NEW DELHI",2017-02-16,2017-02-17,INTERVENING DAY,NEW DELHI,8165037170006.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170006,,2017-03-16,SOUTH AVENUE,17:25,379,19:00,09:00,Theft,Theft,19.0
1 IPC 1860,"DALHOUSEI ROAD, NEAR D.R.D.O, NEW DELHI",2017-03-30,2017-03-30,Thursday,NEW DELHI,8165037170008.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170008,5,2017-03-30,SOUTH AVENUE,14:30,279/338,14:20,14:20,Rash driving-endangering safety of others,Rash driving,14.0
1 IPC 1860,"NATIONAL MUSEUM BUS STAND, JANPATH",2017-04-06,2017-04-06,Thursday,NEW DELHI,8165037170009.pdf,http://59.180.234.21:8080/citizen/gefirprint.htm?firRegNo=8165037170009,6,2017-04-06,SOUTH AVENUE,16:22,279/337,16:00,16:00,Rash driving-endangering safety of others,Rash driving,16.0
